0.0	1.7230903897232368
0.001	1.7455430274376234
0.002	1.7816057237961367
0.003	1.7046986030230107
0.004	1.650386186704968
0.005	1.665859492427133
0.006	1.6535071343254844
0.007	1.6194134669264901
0.008	1.5696578124767218
0.009	1.4826906458080638
0.01	1.5960070639202462
0.011	1.4918161442546003
0.012	1.383187252137188
0.013	1.3873148332436136
0.014	1.430629958427529
0.015	1.3630195998243977
0.016	1.312141922698002
0.017	1.1278374039102346
0.018	0.8652124399932992
0.019	1.0603627795829391
0.02	1.0555943853615624
0.021	0.9683174482821206
0.022	0.9338670671549805
0.023	0.8543399865969965
0.024	0.9421822188617952
0.025	0.9110828786451721
0.026	0.9156707625481557
0.027	0.9042032631259431
0.028	0.8484966974671257
0.029	0.8730578296636002
0.03	0.8805547501957314
0.031	0.7870299808718206
0.032	0.9031704872403941
0.033	0.9201842074501405
0.034	0.9538764094369245
0.035	0.9027878504441702
0.036	0.9466325638059008
0.037	0.971916481366061
0.038	0.9430890394320706
0.039	0.7523601365552359
0.04	0.8852541042027431
0.041	0.9965040923961057
0.042	1.018154839621488
0.043	0.9630444016086077
0.044	0.9632069685191089
0.045	0.9230340190625173
0.046	0.7606102556601728
0.047	0.7248099428628603
0.048	0.8279409912468232
0.049	0.7926526888950676
0.05	0.7672782375136338
0.051	0.7875399411828328
0.052	0.8234313924018988
0.053	0.8882284766588988
0.054	0.6491936745646409
0.055	0.522452135446497
0.056	0.4266467362395163
0.057	0.36981389255442654
0.058	0.40982198270619286
0.059	0.32829685056635416
0.06	0.2479062088676054
0.061	0.23948067479018853
0.062	0.10898434004140167
0.063	0.06107976234939638
0.064	-0.0496729263749458
0.065	-0.06819248673315936
0.066	-0.1960915193976982
0.067	-0.33659278807155957
0.068	-0.4441555995611912
0.069	-0.6184167500820026
0.07	-0.6474630612201997
0.071	-0.5039019524673733
0.072	-0.4142542010177124
0.073	-0.5031554032145875
0.074	-0.41273320614096676
0.075	-0.38750519486586743
0.076	-0.4086829167828112
0.077	-0.2610026972223478
0.078	-0.29600031482256384
0.079	-0.18406429322482065
0.08	-0.20276721784776797
0.081	-0.16946140648042274
0.082	-0.4936505573010477
0.083	-0.6538577027655998
0.084	-0.6872751536108446
0.085	-0.6585918379621676
0.086	-0.442199652753823
0.087	-0.2862409227299949
0.088	-0.4786288022425076
0.089	-0.41342418473762255
0.09	-0.4566128726751817
0.091	-0.49001544439707256
0.092	-0.46078337804741576
0.093	-0.5928091595675475
0.094	-0.5357112589341533
0.095	-0.36283029222084995
0.096	-0.33067756632638456
0.097	-0.1024373723569525
0.098	-0.10710314391883191
0.099	0.023025773123126037
0.1	0.13873172707072445
0.101	0.01995991521585072
0.102	0.04441025427533152
0.103	0.11975111205598754
0.104	0.052585451315096954
0.105	0.06670246707162164
0.106	0.07897494736568866
0.107	0.06558371279001562
0.108	-0.04636435171856057
0.109	0.01550340082428825
0.11	-0.07905518877935513
0.111	0.02109780318045651
0.112	-0.08866428345929478
0.113	-0.035282902630049406
0.114	-0.06310077307288875
0.115	0.03255406520381765
0.116	-0.08046106873465497
0.117	-0.013377640375013655
0.118	-0.012284117553508445
0.119	-0.05677092220755142
0.12	-0.15499426961339502
0.121	-0.2305303545063344
0.122	-0.2727129666334962
0.123	-0.25567437857161757
0.124	-0.2955231970556502
0.125	-0.2733119392538077
0.126	-0.421700846236031
0.127	-0.5672179983875907
0.128	-0.5840364817533255
0.129	-0.5630321261730362
0.13	-0.5373171158009091
0.131	-0.26681154906200444
0.132	-0.32523325168542705
0.133	-0.3218601804694732
0.134	-0.2731766146217831
0.135	-0.40163687623270583
0.136	-0.4337950097067642
0.137	-0.5061219373012298
0.138	-0.3908480718006597
0.139	-0.38646050799079834
0.14	-0.5023528808958648
0.141	-0.5803711953408381
0.142	-0.5450749528555185
0.143	-0.548182759241592
0.144	-0.7297121170867831
0.145	-0.6876983606024876
0.146	-0.5053573793498822
0.147	-0.1701046952201022
0.148	-0.10489373855245443
0.149	0.022342865296017145
0.15	0.03636429291619159
0.151	0.07430581268752601
0.152	0.18139257517789797
0.153	0.06340251826559928
